,user,cat,regularitynbFollowing,regularitynbCatchup,regularitynbIndependant,regularitybehavior,regularityClasses,features,probability,prediction
393,97372a43-0a6d-3145-e63f-0202242e,Ordinary - Unregistered,1.0,0.0,5.0,Independant,1,"[1.0,0.0,5.0]","[2.3165894518818427e-10,9.920516011120073e-07,0.99999900771674,9.331371017429854e-19]",2
394,97f93288-c344-0f1f-19c0-14aff5aa,Ordinary - Unregistered,6.0,0.0,3.0,Follower,0,"[6.0,0.0,3.0]","[2.1203171708034557e-06,4.930777448431557e-07,0.9999973866050844,4.086780363425057e-18]",2
395,98599cc0-703a-b3be-34dc-7bcf7e6a,Ordinary - Unregistered,1.0,7.0,0.0,Catch-upper,2,"[1.0,7.0,0.0]","[6.696349984269451e-19,4.590777841009684e-07,6.585845632681009e-19,0.9999995409222159]",3
396,987749e2-fc0f-96db-2aa7-7df33e6d,Ordinary - Unregistered,2.0,2.0,0.0,Follower,0,"[2.0,2.0,0.0]","[6.608468680138701e-07,7.118042456204074e-08,5.393653781022578e-19,0.9999992679727073]",3
397,991dbd0d-8c68-1ed6-f469-0348585f,Ordinary - Unregistered,6.0,0.0,1.0,Follower,0,"[6.0,0.0,1.0]","[2.9535816453497312e-06,7.124426535286385e-08,0.9999969751740894,4.31677559813169e-18]",2
398,9946a658-3dc0-f680-6e04-89182b0f,Ordinary - Unregistered,1.0,1.0,4.0,Independant,1,"[1.0,1.0,4.0]","[0.07705815231243214,0.9229418476863472,6.103027501798172e-13,6.103027501798172e-13]",1
399,999f9f91-e880-70f1-00d3-e8994609,Ordinary - Unregistered,3.0,1.0,4.0,Independant,1,"[3.0,1.0,4.0]","[0.057471356955709235,0.9425286430437219,2.844565627050508e-13,2.844565627050508e-13]",1
400,99d9bce0-1f7d-da02-6d84-afe0122e,Ordinary - Unregistered,1.0,5.0,1.0,Catch-upper,2,"[1.0,5.0,1.0]","[1.2252105717196021e-05,0.9999877478929968,6.430084190353281e-13,6.430084190353281e-13]",1
401,9c5c43e2-3def-6e8f-844e-4ee72d08,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[1.261144405162384e-18,9.188305834782564e-07,0.9999990811694166,1.2282365554041179e-18]",2
402,9cc2cc33-730e-86eb-e910-ff1ec6fd,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
403,9dfba79f-46d5-9b68-3a28-dff09283,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
404,9e184ea2-45e6-abdb-90a9-fb5b011b,Ordinary - Unregistered,2.0,3.0,7.0,Independant,1,"[2.0,3.0,7.0]","[3.015050504473306e-12,0.999999999996532,2.2649844859175299e-13,2.2649844859175299e-13]",1
405,a070cc15-8fb3-b7eb-834d-d191a652,Ordinary - Unregistered,1.0,0.0,3.0,Independant,1,"[1.0,0.0,3.0]","[2.9478378346225707e-07,3.0123447564622186e-07,0.9999994039817409,1.4460315332993411e-18]",2
406,a134cb86-69ed-3ceb-ab8b-42799b5f,Ordinary - Unregistered,1.0,1.0,5.0,Independant,1,"[1.0,1.0,5.0]","[0.0005775987450625301,0.9994224012541395,3.9896438381891284e-13,3.9896438381891284e-13]",1
407,a1ac05b8-d131-07d0-f419-28c0d19a,Ordinary - Unregistered,2.0,11.0,0.0,Catch-upper,2,"[2.0,11.0,0.0]","[1.0482632365047826e-17,2.929736272644863e-07,1.0482632365047826e-17,0.9999997070263728]",3
408,a1b9f7ef-402c-6b05-11c1-33d65f47,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[1.261144405162384e-18,9.188305834782564e-07,0.9999990811694166,1.2282365554041179e-18]",2
409,a4793f2a-58de-2b33-168f-32424641,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
410,a55e8048-fa92-f072-72e3-bbf2ba61,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[3.125390563332735e-08,1.9856390233249873e-09,0.0914691503331309,0.9085308164273244]",3
411,a7010942-2bf9-c022-3897-796a718f,Ordinary - Unregistered,1.0,3.0,1.0,Catch-upper,2,"[1.0,3.0,1.0]","[0.6178537307927616,0.3821462692059596,6.393773412355239e-13,6.393773412355239e-13]",0
412,a898d118-8b18-a02c-ae58-2a774d5f,Ordinary - Unregistered,1.0,2.0,4.0,Independant,1,"[1.0,2.0,4.0]","[0.02834249212547292,0.9716575078739039,3.1160873451814955e-13,3.1160873451814955e-13]",1
413,a932ede5-1443-cb58-2838-6a6efc0a,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[3.125390563332735e-08,1.9856390233249873e-09,0.0914691503331309,0.9085308164273244]",3
414,a96e9db0-5940-66d7-4a98-2379b34d,Ordinary - Unregistered,1.0,0.0,4.0,Independant,1,"[1.0,0.0,4.0]","[1.7922888976745047e-08,5.884829106473168e-07,0.9999993935942003,1.0935668232583412e-18]",2
415,a98a0de3-d8ed-675c-b2d4-ac776c7b,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[3.125390563332735e-08,1.9856390233249873e-09,0.0914691503331309,0.9085308164273244]",3
416,a997f5a7-10f2-8566-1c1d-559b423c,Ordinary - Unregistered,2.0,8.0,3.0,Catch-upper,2,"[2.0,8.0,3.0]","[1.2964698689794028e-12,0.9999999999961106,1.2964698686110992e-12,1.2964698686110992e-12]",1
417,abcc36e1-adfa-f564-04d4-d632273a,Ordinary - Unregistered,2.0,2.0,2.0,Mixed - No predominent behavior,3,"[2.0,2.0,2.0]","[0.8785377638265723,0.12146223617325914,8.42061609625744e-14,8.42061609625744e-14]",0
418,abda0840-539e-d7ad-7f3c-e3005350,Ordinary - Unregistered,4.0,3.0,0.0,Follower,0,"[4.0,3.0,0.0]","[7.339551998211347e-08,1.410929352922365e-07,2.700326761602121e-19,0.9999997855115448]",3
419,abe4e05a-6e7f-9b91-6fc2-255d8ca8,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
420,ad50ec3a-b5fa-441c-dff6-68962309,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
421,af82af91-5c05-62ed-d5f4-ab452057,Ordinary - Unregistered,1.0,3.0,4.0,Independant,1,"[1.0,3.0,4.0]","[0.0012970365344973998,0.9987029634650791,2.1170156951164184e-13,2.1170156951164184e-13]",1
422,b203a259-8fca-f544-f793-7196165c,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[1.261144405162384e-18,9.188305834782564e-07,0.9999990811694166,1.2282365554041179e-18]",2
423,b341bfef-bd17-e48f-e3c6-71e45a3b,Ordinary - Unregistered,1.0,7.0,0.0,Catch-upper,2,"[1.0,7.0,0.0]","[6.696349984269451e-19,4.590777841009684e-07,6.585845632681009e-19,0.9999995409222159]",3
424,b3ed71c3-f69d-be41-8e55-61063ba5,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
425,b4317fab-f533-bf46-11da-30745ab3,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
426,b51ab28b-c73d-4a8a-b819-1193d14b,Ordinary - Unregistered,6.0,3.0,2.0,Follower,0,"[6.0,3.0,2.0]","[0.594575155842748,0.4054248441558628,6.946655754554841e-13,6.946655754554841e-13]",0
427,bbed801c-180e-99dc-7c6b-4a6ce07e,Ordinary - Unregistered,3.0,0.0,1.0,Follower,0,"[3.0,0.0,1.0]","[9.099357490821047e-07,1.0416277019367488e-07,0.9999989859014807,1.9969907235069825e-18]",2
428,bc165eba-99d1-fcf2-3c18-7b8ddbe3,Ordinary - Unregistered,0.0,0.0,9.0,Independant,1,"[0.0,0.0,9.0]","[1.5577402227581464e-18,8.458230045030875e-07,0.9999991541769955,1.5577394065468046e-18]",2
429,bc59fb83-de20-c8dc-0046-06b5a884,Ordinary - Unregistered,1.0,5.0,0.0,Catch-upper,2,"[1.0,5.0,0.0]","[2.9119877714707106e-12,2.966974074585406e-07,4.565724573702348e-19,0.9999997032996805]",3
430,bde2c3b9-096f-3106-3105-39e3c690,Ordinary - Unregistered,0.0,0.0,9.0,Independant,1,"[0.0,0.0,9.0]","[1.5577402227581464e-18,8.458230045030875e-07,0.9999991541769955,1.5577394065468046e-18]",2
431,be7e4626-8ea8-e4e7-bd98-df4d6b7e,Ordinary - Unregistered,3.0,2.0,0.0,Follower,0,"[3.0,2.0,0.0]","[5.829268468825434e-07,7.756557773151971e-08,3.876269043370432e-19,0.9999993395075754]",3
432,be8f96e0-decb-0d0f-f5a0-da9a731a,Ordinary - Unregistered,5.0,0.0,0.0,Follower,0,"[5.0,0.0,0.0]","[3.000104368997422e-08,4.196290186752542e-09,0.13807185464504412,0.861928111157622]",3
433,bf2d4ca4-7b76-c83f-c25b-69db4d40,Ordinary - Unregistered,0.0,0.0,11.0,Independant,1,"[0.0,0.0,11.0]","[3.5993052624474046e-18,4.605553841284555e-07,0.9999995394446158,3.5993052624474046e-18]",2
434,c0a279eb-433f-7d20-4fe4-30c7bf1d,Ordinary - Unregistered,0.0,0.0,7.0,Independant,1,"[0.0,0.0,7.0]","[2.831473361589699e-16,8.61316639487991e-07,0.9999991386833602,1.0927027095488727e-18]",2
435,c0e4f1b6-286e-9a62-9b55-08b882ec,Ordinary - Unregistered,3.0,0.0,10.0,Independant,1,"[3.0,0.0,10.0]","[6.750011340115363e-18,4.001445259929213e-06,0.9999959985547401,6.750011340090397e-18]",2
436,c0f2c451-9f22-3dc5-b0ab-d6747910,Ordinary - Unregistered,1.0,9.0,0.0,Catch-upper,2,"[1.0,9.0,0.0]","[1.7806446971006776e-18,3.858860422053339e-07,1.7806446971006714e-18,0.9999996141139578]",3
437,c1b850ff-362a-890f-0c23-014773bb,Ordinary - Unregistered,2.0,10.0,0.0,Catch-upper,2,"[2.0,10.0,0.0]","[4.021889682913256e-18,4.6084416534773536e-07,4.021889682913256e-18,0.9999995391558346]",3
438,c24334a0-477a-6656-021d-668ba57f,Ordinary - Unregistered,0.0,0.0,7.0,Independant,1,"[0.0,0.0,7.0]","[2.831473361589699e-16,8.61316639487991e-07,0.9999991386833602,1.0927027095488727e-18]",2
439,c3385c79-a01d-377d-9eac-6cf460e9,Ordinary - Unregistered,1.0,1.0,6.0,Independant,1,"[1.0,1.0,6.0]","[9.855421121925503e-07,0.9999990144572576,3.1510842981790036e-13,3.1510842981790036e-13]",1
440,c9f74898-df82-973e-76ca-08186d7c,Ordinary - Unregistered,1.0,5.0,0.0,Catch-upper,2,"[1.0,5.0,0.0]","[2.9119877714707106e-12,2.966974074585406e-07,4.565724573702348e-19,0.9999997032996805]",3
441,cc1e5f29-a1bd-4a13-5c8d-dbcaa11b,Ordinary - Unregistered,1.0,4.0,1.0,Catch-upper,2,"[1.0,4.0,1.0]","[0.012314015461601071,0.9876859845366438,8.775275047901817e-13,8.775275047901817e-13]",1
442,ce280b9f-f7cf-eef4-dd34-fdc44bfe,Ordinary - Unregistered,1.0,1.0,2.0,Independant,1,"[1.0,1.0,2.0]","[0.9630369095862054,0.036963090413494826,1.4993229051650902e-13,1.4993229051650902e-13]",0
443,ce4913ec-b21e-60b6-d455-4bc5b2b4,Ordinary - Unregistered,3.0,1.0,0.0,Follower,0,"[3.0,1.0,0.0]","[4.5694707029938897e-07,3.04461400560508e-08,5.71215463928456e-19,0.9999995126067897]",3
444,ceff0481-0e5a-e1d8-5361-b5ba2a52,Ordinary - Unregistered,6.0,0.0,3.0,Follower,0,"[6.0,0.0,3.0]","[2.1203171708034557e-06,4.930777448431557e-07,0.9999973866050844,4.086780363425057e-18]",2
445,cf23b843-3219-15e7-f878-361bbfeb,Ordinary - Unregistered,1.0,5.0,0.0,Catch-upper,2,"[1.0,5.0,0.0]","[2.9119877714707106e-12,2.966974074585406e-07,4.565724573702348e-19,0.9999997032996805]",3
446,d0fe3bbe-eeeb-e784-986f-51c01c74,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[3.125390563332735e-08,1.9856390233249873e-09,0.0914691503331309,0.9085308164273244]",3
447,d2a78c5a-c501-ea53-1bcf-2fedb47d,Ordinary - Unregistered,4.0,1.0,4.0,Mixed - No predominent behavior,3,"[4.0,1.0,4.0]","[0.07736708969440906,0.9226329103048878,3.5161695155577606e-13,3.5161695155577606e-13]",1
448,d41a406c-81b7-dca2-962a-a408e155,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
449,d424420a-72ee-7166-ac7e-9b96c0e6,Ordinary - Unregistered,1.0,0.0,7.0,Independant,1,"[1.0,0.0,7.0]","[3.7280352795529425e-16,1.8115453953090044e-06,0.9999981884546043,9.759866905499459e-19]",2
450,d4ca59b9-1058-6388-4cc5-e58c2290,Ordinary - Unregistered,5.0,0.0,1.0,Follower,0,"[5.0,0.0,1.0]","[1.7646790047482885e-06,9.822974285255881e-08,0.9999981370912524,2.672848760995116e-18]",2
451,d5d7fee4-5428-bea3-17aa-30fb97f1,Ordinary - Unregistered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[1.990724701905048e-10,4.863309469293737e-07,0.9999995134699806,1.2423396057374423e-18]",2
452,d6458839-e410-c16f-44d7-7aad9b6b,Ordinary - Unregistered,1.0,10.0,0.0,Catch-upper,2,"[1.0,10.0,0.0]","[3.705817952609225e-18,2.8143010871877566e-07,3.705817952609225e-18,0.9999997185698912]",3
453,d80b6775-ae61-8dae-98ce-99412037,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
454,d89aba44-424b-9d5d-5dd4-f1fbabf1,Ordinary - Unregistered,2.0,9.0,0.0,Catch-upper,2,"[2.0,9.0,0.0]","[1.8055349597235918e-18,6.223428478903315e-07,1.8055349597235867e-18,0.9999993776571521]",3
455,d92b593e-555f-9b3b-4007-752ea02c,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[1.261144405162384e-18,9.188305834782564e-07,0.9999990811694166,1.2282365554041179e-18]",2
456,d964c832-c32d-77ff-672a-1cf12f7e,Ordinary - Unregistered,1.0,8.0,0.0,Catch-upper,2,"[1.0,8.0,0.0]","[1.0011206802830255e-18,4.5425282708999023e-07,1.001120655647312e-18,0.9999995457471729]",3
457,daf25c41-8b84-6414-7646-b7df2abd,Ordinary - Unregistered,1.0,7.0,0.0,Catch-upper,2,"[1.0,7.0,0.0]","[6.696349984269451e-19,4.590777841009684e-07,6.585845632681009e-19,0.9999995409222159]",3
458,db98a0d9-3d4f-4219-b27d-74a44a01,Ordinary - Unregistered,5.0,0.0,0.0,Follower,0,"[5.0,0.0,0.0]","[3.000104368997422e-08,4.196290186752542e-09,0.13807185464504412,0.861928111157622]",3
459,dd30c478-d26e-3f37-f395-b912bead,Ordinary - Unregistered,1.0,8.0,0.0,Catch-upper,2,"[1.0,8.0,0.0]","[1.0011206802830255e-18,4.5425282708999023e-07,1.001120655647312e-18,0.9999995457471729]",3
460,de14f7c6-1844-4e1b-bb5c-16ceef86,Ordinary - Unregistered,5.0,0.0,0.0,Follower,0,"[5.0,0.0,0.0]","[3.000104368997422e-08,4.196290186752542e-09,0.13807185464504412,0.861928111157622]",3
461,dfc849d9-7793-4345-d533-579da01b,Ordinary - Unregistered,3.0,0.0,8.0,Independant,1,"[3.0,0.0,8.0]","[2.3430530051309444e-18,4.99234236457006e-06,0.9999950076576355,2.211744742277114e-18]",2
462,e091c85e-d8a5-ed63-dfdb-631d4614,Ordinary - Unregistered,3.0,0.0,1.0,Follower,0,"[3.0,0.0,1.0]","[9.099357490821047e-07,1.0416277019367488e-07,0.9999989859014807,1.9969907235069825e-18]",2
463,e3485d79-4f92-1fff-4e64-56943e9b,Ordinary - Unregistered,4.0,6.0,0.0,Catch-upper,2,"[4.0,6.0,0.0]","[3.333508946933457e-16,6.187350177297483e-07,4.2535741264248625e-19,0.999999381264982]",3
464,e65e8c36-5f2d-131d-9602-cd643f97,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[1.261144405162384e-18,9.188305834782564e-07,0.9999990811694166,1.2282365554041179e-18]",2
465,e74ddfe8-97b1-613e-1495-f884f58c,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[2.9489400038083053e-08,6.61280167981396e-09,0.1887973037378708,0.8112026601599275]",3
466,e88cc767-fc0d-54d4-243a-4479ebf9,Ordinary - Unregistered,1.0,2.0,4.0,Independant,1,"[1.0,2.0,4.0]","[0.02834249212547292,0.9716575078739039,3.1160873451814955e-13,3.1160873451814955e-13]",1
467,e9822752-a8af-cf42-1ddc-d2518ca8,Ordinary - Unregistered,2.0,5.0,2.0,Catch-upper,2,"[2.0,5.0,2.0]","[2.2673521861666894e-06,0.9999977326474012,2.0630080417988134e-13,2.0630080417988134e-13]",1
468,e99d6a57-d572-b7f6-34cf-3ac76f24,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[3.125390563332735e-08,1.9856390233249873e-09,0.0914691503331309,0.9085308164273244]",3
469,eb9864df-c827-4027-9de4-5829eee9,Ordinary - Unregistered,3.0,7.0,1.0,Catch-upper,2,"[3.0,7.0,1.0]","[4.877163789831302e-13,0.9999999999985569,4.776685958365933e-13,4.776685958365933e-13]",1
470,eba3b0ea-3aeb-a6e3-8df6-742db8a0,Ordinary - Unregistered,1.0,3.0,3.0,Mixed - No predominent behavior,3,"[1.0,3.0,3.0]","[0.05366706115603633,0.9463329388433528,3.054571617987868e-13,3.054571617987868e-13]",1
471,ebdd7e01-09f4-dbf1-8a08-602d0001,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[2.9489400038083053e-08,6.61280167981396e-09,0.1887973037378708,0.8112026601599275]",3
472,ed71098a-9600-3bac-4cca-70ce0496,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[2.9489400038083053e-08,6.61280167981396e-09,0.1887973037378708,0.8112026601599275]",3
473,ed71bd28-a732-78c0-de66-e32f77c8,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[2.9489400038083053e-08,6.61280167981396e-09,0.1887973037378708,0.8112026601599275]",3
474,edcaf7c0-7593-61d2-f4e9-689b8340,Ordinary - Unregistered,2.0,4.0,0.0,Catch-upper,2,"[2.0,4.0,0.0]","[1.4350052014862425e-09,2.835690771332398e-07,3.473156291203219e-19,0.9999997149959177]",3
475,ef70bde5-8a4d-68a0-4f26-e5253d2c,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
476,f2a9ccb0-9831-6d2a-6254-8f0366c9,Ordinary - Unregistered,1.0,1.0,4.0,Independant,1,"[1.0,1.0,4.0]","[0.07705815231243214,0.9229418476863472,6.103027501798172e-13,6.103027501798172e-13]",1
477,f4bf52fc-cffa-0f52-f4f9-2eff92fc,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
478,f5196f35-183f-1d55-1883-5fef618e,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
479,f6956137-aec3-29d6-ad64-d870e209,Ordinary - Unregistered,3.0,2.0,2.0,Mixed - No predominent behavior,3,"[3.0,2.0,2.0]","[0.8654639591408125,0.13453604085904558,7.094411067915522e-14,7.094411067915522e-14]",0
480,f6c2c059-c90e-1566-cc25-b0823249,Ordinary - Unregistered,1.0,9.0,0.0,Catch-upper,2,"[1.0,9.0,0.0]","[1.7806446971006776e-18,3.858860422053339e-07,1.7806446971006714e-18,0.9999996141139578]",3
481,f6cd37ab-4add-fb6f-20c2-2374f109,Ordinary - Unregistered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[1.990724701905048e-10,4.863309469293737e-07,0.9999995134699806,1.2423396057374423e-18]",2
482,f83fd099-8c89-2894-3a91-bb38be88,Ordinary - Unregistered,3.0,5.0,0.0,Catch-upper,2,"[3.0,5.0,0.0]","[2.0759744218562393e-12,5.13546698952229e-07,3.1085062714728487e-19,0.999999486451225]",3
483,f8c2bef5-12f7-05a2-39e8-43daff7b,Ordinary - Unregistered,0.0,0.0,6.0,Independant,1,"[0.0,0.0,6.0]","[5.139309113203289e-13,6.96725438288278e-07,0.9999993032740477,1.0968690933863048e-18]",2
484,f8f5aa96-ff9b-eb8f-c3dc-06293d3f,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
485,fcb83a6e-9298-b96c-29e5-c217b27f,Ordinary - Unregistered,1.0,1.0,5.0,Independant,1,"[1.0,1.0,5.0]","[0.0005775987450625301,0.9994224012541395,3.9896438381891284e-13,3.9896438381891284e-13]",1
486,ff3d026c-5e45-1835-2b58-e6308d38,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
487,ff549000-a9c8-4964-1ece-6923a32e,Ordinary - Unregistered,3.0,2.0,0.0,Follower,0,"[3.0,2.0,0.0]","[5.829268468825434e-07,7.756557773151971e-08,3.876269043370432e-19,0.9999993395075754]",3
