,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,_3,features,probability,prediction
182,niko.mihovilovic,0.8333333333333334,12.0,0.08333333333333333,0.08333333333333333,0.0,1.0,0.5833333333333334,0.25,0.08333333333333333,"[0.8333333333333334,0.08333333333333333,0.08333333333333333,0.0,1.0,0.5833333333333334,0.25,0.08333333333333333]",-0.9389904157208688,-0.09510750097940926,-0.09510750097940926,"[-0.9389904157208688,-0.09510750097940926,-0.09510750097940926]","[0.03536843626106154,0.9640453872036814,0.0005861765352570172]",1
183,Nikola Baržic,0.0,7.0,0.0,1.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.8571428571428571,"(8,[2,3,4,7],[1.0,0.7142857142857143,0.2857142857142857,0.8571428571428571])",0.5507424364886111,0.7639414420262827,0.7639414420262827,"[0.5507424364886111,0.7639414420262827,0.7639414420262827]","[4.915230505548055e-15,4.915230505548055e-15,0.9999999999999901]",2
184,Nikoleta,0.7,10.0,0.3,0.0,0.4,0.6,0.8,0.1,0.0,"[0.7,0.3,0.0,0.4,0.6,0.8,0.1,0.0]",-0.3874774878129137,-0.42709110617453266,-0.42709110617453266,"[-0.3874774878129137,-0.42709110617453266,-0.42709110617453266]","[0.9539016885118906,1.5399378649809623e-15,0.04609831148810788]",0
185,nikonikokaoja,0.25,4.0,0.0,0.75,0.0,1.0,0.25,0.25,0.25,"[0.25,0.0,0.75,0.0,1.0,0.25,0.25,0.25]",-0.5203785449347651,0.6564414632473421,0.6564414632473421,"[-0.5203785449347651,0.6564414632473421,0.6564414632473421]","[4.085193357494549e-15,0.9847322661156166,0.015267733884379275]",1
186,Oaky,0.7777777777777778,9.0,0.2222222222222222,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.0,"[0.7777777777777778,0.2222222222222222,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.0]",-0.5178727861645306,-0.3460026558087411,-0.3460026558087411,"[-0.5178727861645306,-0.3460026558087411,-0.3460026558087411]","[0.959155113166161,5.361415830592171e-13,0.04084488683330282]",0
187,Ojiga,0.75,4.0,0.25,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,1,4,5],[0.75,0.25,1.0,0.75])",-0.8890801476317932,-0.2903033767137201,-0.2903033767137201,"[-0.8890801476317932,-0.2903033767137201,-0.2903033767137201]","[0.42077855156907185,0.5732128506320542,0.006008597798873917]",1
188,Pavle,0.8461538461538461,13.0,0.15384615384615385,0.0,0.23076923076923078,0.7692307692307693,0.9230769230769231,0.0,0.0,"[0.8461538461538461,0.15384615384615385,0.0,0.23076923076923078,0.7692307692307693,0.9230769230769231,0.0,0.0]",-0.6800171755610571,-0.3616719199964295,-0.3616719199964295,"[-0.6800171755610571,-0.3616719199964295,-0.3616719199964295]","[0.9695660755991604,1.1542802308873555e-06,0.03043277012060875]",0
189,pedro,0.2,10.0,0.8,0.0,1.0,0.0,0.9,0.0,0.0,"(8,[0,1,3,5],[0.2,0.8,1.0,0.9])",0.6441117662263774,-0.7952983055259282,-0.7952983055259282,"[0.6441117662263774,-0.7952983055259282,-0.7952983055259282]","[0.9989455544933558,2.5737476497863572e-15,0.0010544455066416676]",0
190,peri,0.7692307692307693,13.0,0.0,0.23076923076923078,0.0,1.0,0.6153846153846154,0.07692307692307693,0.23076923076923078,"[0.7692307692307693,0.0,0.23076923076923078,0.0,1.0,0.6153846153846154,0.07692307692307693,0.23076923076923078]",-0.8763226644733281,0.0663231970518896,0.0663231970518896,"[-0.8763226644733281,0.0663231970518896,0.0663231970518896]","[0.0021529708426721167,0.9968382829884868,0.0010087461688411137]",1
191,Pero,0.1111111111111111,9.0,0.1111111111111111,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.1111111111111111,0.0,"[0.1111111111111111,0.1111111111111111,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.1111111111111111,0.0]",0.33858540605437004,0.31312458567428264,0.31312458567428264,"[0.33858540605437004,0.31312458567428264,0.31312458567428264]","[2.2396024939614223e-15,1.512907987258562e-15,0.9999999999999962]",2
192,Petar,0.4166666666666667,12.0,0.16666666666666666,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.8333333333333334,0.08333333333333333,0.0,"[0.4166666666666667,0.16666666666666666,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.8333333333333334,0.08333333333333333,0.0]",0.028984716366716692,-0.04296536372113375,-0.04296536372113375,"[0.028984716366716692,-0.04296536372113375,-0.04296536372113375]","[0.0004709978611618211,2.70149864007938e-15,0.9995290021388356]",2
193,PeterKogej,0.18181818181818182,11.0,0.2727272727272727,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182,"[0.18181818181818182,0.2727272727272727,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182]",0.36417733760530085,0.16006686649514212,0.16006686649514212,"[0.36417733760530085,0.16006686649514212,0.16006686649514212]","[2.9949611238665025e-11,1.5761092022480438e-15,0.9999999999700488]",2
194,PetraP,0.6,10.0,0.4,0.0,0.0,1.0,0.9,0.0,0.0,"(8,[0,1,4,5],[0.6,0.4,1.0,0.9])",-0.7968590834719396,-0.36723128614893047,-0.36723128614893047,"[-0.7968590834719396,-0.36723128614893047,-0.36723128614893047]","[0.969044426349929,0.0038867473611156863,0.027068826288955142]",0
195,Pina,0.9230769230769231,13.0,0.07692307692307693,0.0,0.0,1.0,0.9230769230769231,0.0,0.0,"(8,[0,1,4,5],[0.9230769230769231,0.07692307692307693,1.0,0.9230769230769231])",-1.0027668810574832,-0.26783101580954105,-0.26783101580954105,"[-1.0027668810574832,-0.26783101580954105,-0.26783101580954105]","[0.05125987192186972,0.9482910953419271,0.0004490327362030393]",1
196,Pino,0.2222222222222222,9.0,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.0,0.0,"[0.2222222222222222,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.0,0.0]",0.26479484935574354,0.17447799323256938,0.17447799323256938,"[0.26479484935574354,0.17447799323256938,0.17447799323256938]","[8.26707410548678e-11,1.5546568263439723e-15,0.9999999999173276]",2
197,Pirko,0.16666666666666666,12.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.9166666666666666,0.0,0.0,"[0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.9166666666666666,0.0,0.0]",0.2995348210948014,0.15130579189714474,0.15130579189714474,"[0.2995348210948014,0.15130579189714474,0.15130579189714474]","[1.8969136405076659e-10,1.5707912600649649e-15,0.9999999998103071]",2
198,Pjerino,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.049790185834228,-0.22592559800865306,-0.22592559800865306,"[-1.049790185834228,-0.22592559800865306,-0.22592559800865306]","[0.054576821968384544,0.9451049798467804,0.0003181981848350372]",1
199,Pjero,0.6666666666666666,9.0,0.1111111111111111,0.2222222222222222,0.0,1.0,0.7777777777777778,0.1111111111111111,0.0,"[0.6666666666666666,0.1111111111111111,0.2222222222222222,0.0,1.0,0.7777777777777778,0.1111111111111111,0.0]",-0.8308508475294535,-0.02588447458865383,-0.02588447458865383,"[-0.8308508475294535,-0.02588447458865383,-0.02588447458865383]","[0.015281199912051461,0.9828568258072843,0.0018619742806642774]",1
200,Plavac_mali,0.6666666666666666,12.0,0.3333333333333333,0.0,0.4166666666666667,0.5833333333333334,0.8333333333333334,0.08333333333333333,0.0,"[0.6666666666666666,0.3333333333333333,0.0,0.4166666666666667,0.5833333333333334,0.8333333333333334,0.08333333333333333,0.0]",-0.34657446098147665,-0.45062271599424264,-0.45062271599424264,"[-0.34657446098147665,-0.45062271599424264,-0.45062271599424264]","[0.9528180227290716,1.530343314476508e-15,0.04718197727092694]",0
201,plombar,0.5384615384615384,13.0,0.46153846153846156,0.0,0.3076923076923077,0.6923076923076923,0.5384615384615384,0.15384615384615385,0.23076923076923078,"[0.5384615384615384,0.46153846153846156,0.0,0.3076923076923077,0.6923076923076923,0.5384615384615384,0.15384615384615385,0.23076923076923078]",-0.3762010841208041,-0.37652103666604925,-0.37652103666604925,"[-0.3762010841208041,-0.37652103666604925,-0.37652103666604925]","[0.9495287092312402,1.2749948983494105e-15,0.05047129076875846]",0
202,Pokmon,0.5833333333333334,12.0,0.4166666666666667,0.0,0.5,0.5,0.8333333333333334,0.08333333333333333,0.0,"[0.5833333333333334,0.4166666666666667,0.0,0.5,0.5,0.8333333333333334,0.08333333333333333,0.0]",-0.19470196242959717,-0.5023622935343534,-0.5023622935343534,"[-0.19470196242959717,-0.5023622935343534,-0.5023622935343534]","[0.95553910457212,1.2899730389290444e-15,0.0444608954278787]",0
203,Pokret Otoka,0.5714285714285714,7.0,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.0,"[0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.0]",-0.2716471454482754,-0.45683610717354745,-0.45683610717354745,"[-0.2716471454482754,-0.45683610717354745,-0.45683610717354745]","[0.9532828954702611,1.2406703217345375e-15,0.04671710452973756]",0
204,Polona,0.46153846153846156,13.0,0.0,0.5384615384615384,0.23076923076923078,0.7692307692307693,0.7692307692307693,0.07692307692307693,0.07692307692307693,"[0.46153846153846156,0.0,0.5384615384615384,0.23076923076923078,0.7692307692307693,0.7692307692307693,0.07692307692307693,0.07692307692307693]",-0.4059361990079636,0.2527071176743658,0.2527071176743658,"[-0.4059361990079636,0.2527071176743658,0.2527071176743658]","[6.216859983312638e-07,0.00189556874848078,0.9981038095655209]",2
205,Primosius,0.0,4.0,0.0,1.0,0.0,1.0,0.5,0.25,0.0,"(8,[2,4,5,6],[1.0,1.0,0.5,0.25])",-0.37124470974743046,0.8292258880386028,0.8292258880386028,"[-0.37124470974743046,0.8292258880386028,0.8292258880386028]","[1.61520005574013e-14,0.9467068902670365,0.053293109732947416]",1
206,RadoL,0.5,12.0,0.25,0.25,0.5833333333333334,0.4166666666666667,0.9166666666666666,0.0,0.0,"[0.5,0.25,0.25,0.5833333333333334,0.4166666666666667,0.9166666666666666,0.0,0.0]",-0.030123839069355753,-0.25453338483153837,-0.25453338483153837,"[-0.030123839069355753,-0.25453338483153837,-0.25453338483153837]","[0.4541706336271885,3.1951179243970856e-15,0.5458293663728084]",2
207,Ramo,0.8461538461538461,13.0,0.15384615384615385,0.0,0.23076923076923078,0.7692307692307693,0.6923076923076923,0.07692307692307693,0.15384615384615385,"[0.8461538461538461,0.15384615384615385,0.0,0.23076923076923078,0.7692307692307693,0.6923076923076923,0.07692307692307693,0.15384615384615385]",-0.6683199546424992,-0.29742620180507945,-0.29742620180507945,"[-0.6683199546424992,-0.29742620180507945,-0.29742620180507945]","[0.9712219193640479,6.960923004392897e-06,0.028771119712947654]",0
208,Rebeka,0.0,13.0,0.0,1.0,0.46153846153846156,0.5384615384615384,0.9230769230769231,0.0,0.0,"(8,[2,3,4,5],[1.0,0.46153846153846156,0.5384615384615384,0.9230769230769231])",0.17702163734756898,0.5882944675451813,0.5882944675451813,"[0.17702163734756898,0.5882944675451813,0.5882944675451813]","[3.653730905872444e-15,3.6537325389942606e-15,0.9999999999999927]",2
209,RobiF,0.75,4.0,0.0,0.25,0.0,1.0,0.5,0.25,0.0,"[0.75,0.0,0.25,0.0,1.0,0.5,0.25,0.0]",-0.8820093671116486,0.10198808590693913,0.10198808590693913,"[-0.8820093671116486,0.10198808590693913,0.10198808590693913]","[0.0011563662502899808,0.99762777808838,0.001215855661330044]",1
210,rocco337,0.2222222222222222,9.0,0.7777777777777778,0.0,1.0,0.0,0.8888888888888888,0.0,0.0,"(8,[0,1,3,5],[0.2222222222222222,0.7777777777777778,1.0,0.8888888888888888])",0.6302157775307543,-0.7860294249917583,-0.7860294249917583,"[0.6302157775307543,-0.7860294249917583,-0.7860294249917583]","[0.9988160438580947,2.3741564323344837e-15,0.0011839561419027908]",0
211,Rok321,0.75,4.0,0.25,0.0,0.0,1.0,0.5,0.25,0.0,"[0.75,0.25,0.0,0.0,1.0,0.5,0.25,0.0]",-0.8933062808479562,-0.22076114443041997,-0.22076114443041997,"[-0.8933062808479562,-0.22076114443041997,-0.22076114443041997]","[0.20183314187782148,0.7956969596811775,0.0024698984410011222]",1
212,Roki,0.23076923076923078,13.0,0.07692307692307693,0.6923076923076923,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.38461538461538464,0.07692307692307693,"[0.23076923076923078,0.07692307692307693,0.6923076923076923,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.38461538461538464,0.07692307692307693]",0.01638434916892194,0.3936336382734187,0.3936336382734187,"[0.01638434916892194,0.3936336382734187,0.3936336382734187]","[7.625195155609462e-15,3.0408623287701598e-15,0.9999999999999893]",2
213,rokian,0.5,4.0,0.0,0.5,0.0,1.0,0.75,0.0,0.0,"(8,[0,2,4,5],[0.5,0.5,1.0,0.75])",-0.7075283481074129,0.27485845433419354,0.27485845433419354,"[-0.7075283481074129,0.27485845433419354,0.27485845433419354]","[3.0442328046831457e-07,0.9968742189023767,0.003125476674342868]",1
214,Romana,0.3333333333333333,9.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.2222222222222222,"[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.2222222222222222]",-0.20144401700121534,0.003400688343901819,0.003400688343901819,"[-0.20144401700121534,0.003400688343901819,0.003400688343901819]","[0.0015470979581006623,4.704430747552447e-15,0.9984529020418946]",2
215,ruzica kovacevic,0.5,12.0,0.3333333333333333,0.16666666666666666,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0,"[0.5,0.3333333333333333,0.16666666666666666,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0]",-0.43084421952534363,-0.23909291352485457,-0.23909291352485457,"[-0.43084421952534363,-0.23909291352485457,-0.23909291352485457]","[0.8810460004416968,6.734830770952724e-14,0.11895399955823587]",0
216,Sailman,0.6666666666666666,12.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.9166666666666666,0.0,0.0,"[0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.9166666666666666,0.0,0.0]",-0.44405225777738,-0.4488427590908335,-0.4488427590908335,"[-0.44405225777738,-0.4488427590908335,-0.4488427590908335]","[0.951767414779507,2.257912525628801e-15,0.048232585220490794]",0
217,Salieri,0.0,12.0,0.0,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.0,"[0.0,0.0,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.0]",0.6169336587749162,0.5013396880278356,0.5013396880278356,"[0.6169336587749162,0.5013396880278356,0.5013396880278356]","[2.20493460308023e-15,2.204934603065145e-15,0.9999999999999956]",2
218,Sandi,0.6666666666666666,6.0,0.16666666666666666,0.16666666666666666,0.0,1.0,0.6666666666666666,0.16666666666666666,0.0,"[0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,0.6666666666666666,0.16666666666666666,0.0]",-0.8331323694184448,-0.07151346243061966,-0.07151346243061966,"[-0.8331323694184448,-0.07151346243061966,-0.07151346243061966]","[0.04425701743935877,0.9531967747546406,0.002546207806000726]",1
219,sawyer,0.23076923076923078,13.0,0.46153846153846156,0.3076923076923077,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.0,0.0,"[0.23076923076923078,0.46153846153846156,0.3076923076923077,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.0,0.0]",0.5466865609910077,-0.36955962541389065,-0.36955962541389065,"[0.5466865609910077,-0.36955962541389065,-0.36955962541389065]","[0.4400032698928452,1.2530115897134834e-14,0.5599967301071423]",2
220,shrike,0.8333333333333334,6.0,0.16666666666666666,0.0,0.0,1.0,0.5,0.3333333333333333,0.0,"[0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.5,0.3333333333333333,0.0]",-0.9494530487546019,-0.18676037471545595,-0.18676037471545595,"[-0.9494530487546019,-0.18676037471545595,-0.18676037471545595]","[0.06819277492547669,0.9311698373835322,0.0006373876909910814]",1
221,Silvestar Tokic,0.38461538461538464,13.0,0.6153846153846154,0.0,0.6923076923076923,0.3076923076923077,0.9230769230769231,0.0,0.0,"[0.38461538461538464,0.6153846153846154,0.0,0.6923076923076923,0.3076923076923077,0.9230769230769231,0.0,0.0]",0.16112281641858298,-0.6482295802185812,-0.6482295802185812,"[0.16112281641858298,-0.6482295802185812,-0.6482295802185812]","[0.9809889667746463,1.5590926219742141e-15,0.019011033225352175]",0
222,Šimun Zamberlin,0.8461538461538461,13.0,0.07692307692307693,0.07692307692307693,0.0,1.0,0.7692307692307693,0.07692307692307693,0.07692307692307693,"[0.8461538461538461,0.07692307692307693,0.07692307692307693,0.0,1.0,0.7692307692307693,0.07692307692307693,0.07692307692307693]",-0.9451823262351301,-0.15042085922088003,-0.15042085922088003,"[-0.9451823262351301,-0.15042085922088003,-0.15042085922088003]","[0.05492884816921363,0.9444790215646891,0.0005921302660972203]",1
223,Škatja,0.2857142857142857,7.0,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.14285714285714285,"[0.2857142857142857,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.14285714285714285]",0.1125996584494651,0.26553772116256324,0.26553772116256324,"[0.1125996584494651,0.26553772116256324,0.26553772116256324]","[4.578468614809935e-12,1.892571807267708e-15,0.9999999999954197]",2
224,slipke,0.0,5.0,0.0,1.0,1.0,0.0,0.8,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.8])",0.8185682781938237,0.4505799332281496,0.4505799332281496,"[0.8185682781938237,0.4505799332281496,0.4505799332281496]","[3.351204685268614e-15,3.3512046852622273e-15,0.9999999999999933]",2
225,splicho,0.25,8.0,0.75,0.0,1.0,0.0,0.875,0.0,0.0,"(8,[0,1,3,5],[0.25,0.75,1.0,0.875])",0.6128457916612254,-0.774443324324046,-0.774443324324046,"[0.6128457916612254,-0.774443324324046,-0.774443324324046]","[0.9986322686748152,2.1555086566425978e-15,0.0013677313251825856]",0
226,staneb,0.75,12.0,0.25,0.0,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0,"[0.75,0.25,0.0,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0]",-0.5973334674013138,-0.3739224374562894,-0.3739224374562894,"[-0.5973334674013138,-0.3739224374562894,-0.3739224374562894]","[0.9644385027136633,3.9322135262721887e-10,0.035561496893115295]",0
227,Stanojevic,0.0,5.0,0.0,1.0,0.0,1.0,0.8,0.0,0.0,"(8,[2,4,5],[1.0,1.0,0.8])",-0.36806981622166934,0.7501083452022601,0.7501083452022601,"[-0.36806981622166934,0.7501083452022601,0.7501083452022601]","[1.1992198160017413e-14,0.9227618873563076,0.0772381126436805]",1
228,stipica,0.38461538461538464,13.0,0.38461538461538464,0.23076923076923078,0.46153846153846156,0.5384615384615384,0.23076923076923078,0.07692307692307693,0.6153846153846154,"[0.38461538461538464,0.38461538461538464,0.23076923076923078,0.46153846153846156,0.5384615384615384,0.23076923076923078,0.07692307692307693,0.6153846153846154]",-0.051598893739249516,-0.08839522956310109,-0.08839522956310109,"[-0.051598893739249516,-0.08839522956310109,-0.08839522956310109]","[0.007232569595495489,3.4787872917005778e-15,0.992767430404501]",2
229,TAMARA L.,0.8461538461538461,13.0,0.07692307692307693,0.07692307692307693,0.0,1.0,0.6923076923076923,0.15384615384615385,0.07692307692307693,"[0.8461538461538461,0.07692307692307693,0.07692307692307693,0.0,1.0,0.6923076923076923,0.15384615384615385,0.07692307692307693]",-0.9464826749170263,-0.1290232492875569,-0.1290232492875569,"[-0.9464826749170263,-0.1290232492875569,-0.1290232492875569]","[0.046805092510018284,0.952633173585659,0.0005617339043227103]",1
230,tasa,0.7142857142857143,7.0,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.0,"[0.7142857142857143,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.0]",-0.36248027233499835,-0.41092946167251626,-0.41092946167251626,"[-0.36248027233499835,-0.41092946167251626,-0.41092946167251626]","[0.9528010516735052,1.3257585716979438e-15,0.047198948326493434]",0
