,user,cat,orderseq,orderjump,orderoutOfOrder,nbVideos,orderbehavior,orderClasses,features,probability,prediction
483,f8c2bef5-12f7-05a2-39e8-43daff7b,Ordinary - Unregistered,0.16666666666666666,0.16666666666666666,0.5,6.0,Out of order,3,"[0.16666666666666666,0.16666666666666666,0.5]","[2.659093327299165e-05,3.497181592166439e-17,0.9999734090667269]",2
484,f8f5aa96-ff9b-eb8f-c3dc-06293d3f,Ordinary - Unregistered,0.0,0.5,0.25,4.0,Sequential - Jumping forward,0,"[0.0,0.5,0.25]","[0.06838720433468014,2.0453689433276104e-16,0.9316127956653197]",2
485,fcb83a6e-9298-b96c-29e5-c217b27f,Ordinary - Unregistered,0.5714285714285714,0.14285714285714285,0.14285714285714285,7.0,Sequential - One after the other,1,"[0.5714285714285714,0.14285714285714285,0.14285714285714285]","[0.2875334583860393,2.2253850998457868e-08,0.7124665193601096]",2
486,ff3d026c-5e45-1835-2b58-e6308d38,Ordinary - Unregistered,0.25,0.25,0.25,4.0,Sequential - Jumping forward,0,"[0.25,0.25,0.25]","[0.14971380463923148,1.595533352281715e-16,0.8502861953607684]",2
487,ff549000-a9c8-4964-1ece-6923a32e,Ordinary - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
488,Aleksandra,Late - Registered,0.5833333333333334,0.25,0.08333333333333333,12.0,Sequential - One after the other,1,"[0.5833333333333334,0.25,0.08333333333333333]","[0.14191060695423263,0.014744563548384621,0.8433448294973828]",2
489,alma,Late - Registered,0.6666666666666666,0.2222222222222222,0.0,9.0,Sequential - One after the other,1,"[0.6666666666666666,0.2222222222222222,0.0]","[0.0032593280900210654,0.9678067356140496,0.028933936295929552]",1
490,AndrejaN,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
491,anja menih,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
492,anja.r,Late - Registered,0.9166666666666666,0.0,0.0,12.0,Sequential - One after the other,1,"[0.9166666666666666,0.0,0.0]","[0.0005789684800942066,0.9993177343421535,0.00010329717775211478]",1
493,Annie Cornu,Late - Registered,0.9166666666666666,0.0,0.0,12.0,Sequential - One after the other,1,"[0.9166666666666666,0.0,0.0]","[0.0005789684800942066,0.9993177343421535,0.00010329717775211478]",1
494,babao,Late - Registered,0.07692307692307693,0.46153846153846156,0.38461538461538464,13.0,Sequential - Jumping forward,0,"[0.07692307692307693,0.46153846153846156,0.38461538461538464]","[0.1566776699105925,4.994685746143357e-16,0.8433223300894069]",2
495,Bor,Late - Registered,0.75,0.0,0.125,8.0,Sequential - One after the other,1,"[0.75,0.0,0.125]","[0.731110642113588,9.608407187902435e-06,0.26887974947922405]",0
496,BorutKolar,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
497,David Sirk,Late - Registered,0.8181818181818182,0.09090909090909091,0.0,11.0,Sequential - One after the other,1,"[0.8181818181818182,0.09090909090909091,0.0]","[0.00079805663332853,0.998404975417056,0.0007969679496155353]",1
498,Dražen Kralj,Late - Registered,0.75,0.08333333333333333,0.08333333333333333,12.0,Sequential - One after the other,1,"[0.75,0.08333333333333333,0.08333333333333333]","[0.42774286977380954,0.19407675644804653,0.37818037377814395]",0
499,Gaja,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
500,Hrvoje Petek,Late - Registered,0.75,0.08333333333333333,0.08333333333333333,12.0,Sequential - One after the other,1,"[0.75,0.08333333333333333,0.08333333333333333]","[0.42774286977380954,0.19407675644804653,0.37818037377814395]",0
501,Ivana Kozina,Late - Registered,0.7692307692307693,0.07692307692307693,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.7692307692307693,0.07692307692307693,0.07692307692307693]","[0.31158645421889164,0.44778094172104127,0.24063260406006703]",1
502,Jelenaa,Late - Registered,0.8333333333333334,0.0,0.08333333333333333,12.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.08333333333333333]","[0.59355220555769,0.24808404239982979,0.15836375204248035]",0
503,Jolanda,Late - Registered,0.8888888888888888,0.0,0.0,9.0,Sequential - One after the other,1,"[0.8888888888888888,0.0,0.0]","[0.0005603169722409387,0.9993630169164087,7.666611135032786e-05]",1
504,Katja De Faveri,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
505,Kopacin,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
506,Ksenija,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
507,Lejla,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
508,Marco,Late - Registered,0.46153846153846156,0.3076923076923077,0.15384615384615385,13.0,Sequential - One after the other,1,"[0.46153846153846156,0.3076923076923077,0.15384615384615385]","[0.1491034466083953,9.613676508393693e-11,0.8508965532954679]",2
509,Marušaaaa,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
510,Matea Pavicic,Late - Registered,0.625,0.25,0.0,8.0,Sequential - One after the other,1,"[0.625,0.25,0.0]","[0.004653932516173801,0.9357857531492608,0.05956031433456546]",1
511,miranF,Late - Registered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
512,Nada,Late - Registered,0.9166666666666666,0.0,0.0,12.0,Sequential - One after the other,1,"[0.9166666666666666,0.0,0.0]","[0.0005789684800942066,0.9993177343421535,0.00010329717775211478]",1
513,Nikolaj,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
514,Nina1,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
515,NinaP,Late - Registered,0.5,0.0,0.25,4.0,Sequential - One after the other,1,"[0.5,0.0,0.25]","[0.6480606153934666,3.92197502879154e-15,0.35193938460652946]",0
516,noordung,Late - Registered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
517,p2035e,Late - Registered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
518,Paval,Late - Registered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
519,poppy,Late - Registered,0.7692307692307693,0.07692307692307693,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.7692307692307693,0.07692307692307693,0.07692307692307693]","[0.31158645421889164,0.44778094172104127,0.24063260406006703]",1
520,roman113,Late - Registered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
521,Safet,Late - Registered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
522,Spasic Vladimir,Late - Registered,0.16666666666666666,0.6666666666666666,0.0,6.0,Sequential - Jumping forward,0,"[0.16666666666666666,0.6666666666666666,0.0]","[0.0006395176597352654,1.5596578278354374e-07,0.9993603263744819]",2
523,stinfio,Late - Registered,0.7692307692307693,0.07692307692307693,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.7692307692307693,0.07692307692307693,0.07692307692307693]","[0.31158645421889164,0.44778094172104127,0.24063260406006703]",1
524,Tone,Late - Registered,0.0,0.5,0.25,4.0,Sequential - Jumping forward,0,"[0.0,0.5,0.25]","[0.06838720433468014,2.0453689433276104e-16,0.9316127956653197]",2
525,Toni Petkovic,Late - Registered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
526,Valentin,Late - Registered,0.8461538461538461,0.0,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.8461538461538461,0.0,0.07692307692307693]","[0.38052860332162414,0.5236505378664222,0.09582085881195365]",1
527,Vanda,Late - Registered,0.6,0.0,0.2,5.0,Sequential - One after the other,1,"[0.6,0.0,0.2]","[0.6599996674294294,1.0983358791524902e-15,0.3400003325705696]",0
528,varga,Late - Registered,0.9166666666666666,0.0,0.0,12.0,Sequential - One after the other,1,"[0.9166666666666666,0.0,0.0]","[0.0005789684800942066,0.9993177343421535,0.00010329717775211478]",1
529,Vedran Nikolic,Late - Registered,0.9166666666666666,0.0,0.0,12.0,Sequential - One after the other,1,"[0.9166666666666666,0.0,0.0]","[0.0005789684800942066,0.9993177343421535,0.00010329717775211478]",1
530,ŽS,Late - Registered,0.5,0.0,0.25,4.0,Sequential - One after the other,1,"[0.5,0.0,0.25]","[0.6480606153934666,3.92197502879154e-15,0.35193938460652946]",0
531,0126c792-ca6a-61a6-a96a-42bf5fc1,Late - Unregistered,0.4,0.2,0.2,5.0,Sequential - One after the other,1,"[0.4,0.2,0.2]","[0.18036843502675332,8.329011913100745e-17,0.8196315649732466]",2
532,012d8099-01c6-f99f-55ef-151df7a5,Late - Unregistered,0.0,0.3333333333333333,0.5,6.0,Out of order,3,"[0.0,0.3333333333333333,0.5]","[0.00018569501239375908,6.164818516785648e-17,0.9998143049876063]",2
533,01d960ae-5d88-45e9-e235-6f68599c,Late - Unregistered,0.8333333333333334,0.08333333333333333,0.0,12.0,Sequential - One after the other,1,"[0.8333333333333334,0.08333333333333333,0.0]","[0.0008004780791746651,0.9984873105330224,0.000712211387802896]",1
534,0f165b85-0670-e6ac-bf14-cf00655a,Late - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
535,14b19a02-38a5-992d-2f4f-aebd2315,Late - Unregistered,0.0,0.0,0.8,5.0,Out of order,3,"[0.0,0.0,0.8]","[6.401151519559253e-15,3.0211558821790964e-16,0.9999999999999933]",2
536,25a03b67-3ce1-77fc-c715-72ba385a,Late - Unregistered,0.75,0.08333333333333333,0.08333333333333333,12.0,Sequential - One after the other,1,"[0.75,0.08333333333333333,0.08333333333333333]","[0.42774286977380954,0.19407675644804653,0.37818037377814395]",0
537,2888b741-780e-2c51-0772-617d7c33,Late - Unregistered,0.23076923076923078,0.3076923076923077,0.38461538461538464,13.0,Sequential - Jumping forward,0,"[0.23076923076923078,0.3076923076923077,0.38461538461538464]","[0.029812319803584376,7.818244992832046e-17,0.9701876801964155]",2
538,2c89fe15-af0e-a900-7384-29f556d1,Late - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
539,2fba9116-a20d-ea5f-3980-a0c4226c,Late - Unregistered,0.4,0.4,0.0,5.0,Sequential - One after the other,1,"[0.4,0.4,0.0]","[0.01892310254415205,0.13415414663971045,0.8469227508161375]",2
540,32c9bec6-bd73-18c6-9611-148b7b0e,Late - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
541,3469f507-2f62-0e43-70e8-0c4bc6e3,Late - Unregistered,0.6666666666666666,0.16666666666666666,0.08333333333333333,12.0,Sequential - One after the other,1,"[0.6666666666666666,0.16666666666666666,0.08333333333333333]","[0.2650489062213085,0.07561520756105702,0.6593358862176344]",2
542,3db3466c-e5e5-3bc2-d72b-8fa46cd2,Late - Unregistered,0.9,0.0,0.0,10.0,Sequential - One after the other,1,"[0.9,0.0,0.0]","[0.0005550675063030172,0.9993582152878077,8.671720588949166e-05]",1
543,427905ff-8519-fc73-90ee-17ecae10,Late - Unregistered,0.0,0.6,0.2,5.0,Sequential - Jumping forward,0,"[0.0,0.6,0.2]","[0.04560905762713621,3.1734898525370167e-16,0.9543909423728635]",2
544,461e7201-9b62-2da4-aca6-9bc7e2aa,Late - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
545,4fa0f410-5265-9be6-be9d-778ee66d,Late - Unregistered,0.2,0.4,0.2,5.0,Sequential - Jumping forward,0,"[0.2,0.4,0.2]","[0.06016539410445986,4.425821541907521e-17,0.93983460589554]",2
546,52656cee-d479-aed9-c14a-94a33208,Late - Unregistered,0.25,0.5,0.0,4.0,Sequential - Jumping forward,0,"[0.25,0.5,0.0]","[0.018663798719682146,0.00444907713381507,0.9768871241465028]",2
547,54ec8d85-fcb4-2695-6332-e8c53e6e,Late - Unregistered,0.8,0.1,0.0,10.0,Sequential - One after the other,1,"[0.8,0.1,0.0]","[0.0008090528446152545,0.9982787918613555,0.0009121552940291826]",1
548,57fbd139-416d-e97c-42e1-e3d21786,Late - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
549,5a064204-6bd4-8b83-adec-4f0196a2,Late - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
550,5bb4be5d-066c-8d6b-ec52-55325830,Late - Unregistered,0.0,0.5,0.25,4.0,Sequential - Jumping forward,0,"[0.0,0.5,0.25]","[0.06838720433468014,2.0453689433276104e-16,0.9316127956653197]",2
551,5de63720-f52d-3d98-8315-9cffae99,Late - Unregistered,0.4,0.4,0.0,5.0,Sequential - One after the other,1,"[0.4,0.4,0.0]","[0.01892310254415205,0.13415414663971045,0.8469227508161375]",2
552,6ba67821-cac2-1015-fa83-7a8546b6,Late - Unregistered,0.45454545454545453,0.36363636363636365,0.09090909090909091,11.0,Sequential - Jumping forward,0,"[0.45454545454545453,0.36363636363636365,0.09090909090909091]","[0.061703937189953734,0.00019071988028665387,0.9381053429297597]",2
553,6cb1567b-ce14-1c63-5c79-2d56cd65,Late - Unregistered,0.7777777777777778,0.1111111111111111,0.0,9.0,Sequential - One after the other,1,"[0.7777777777777778,0.1111111111111111,0.0]","[0.0008440784731879416,0.9980800330692656,0.0010758884575464867]",1
554,76223a87-2695-2b9d-ac3d-b8a7f469,Late - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
555,8095dea5-2414-2dd8-96a5-94762161,Late - Unregistered,0.2,0.2,0.4,5.0,Sequential - Jumping forward,0,"[0.2,0.2,0.4]","[0.0014235172264062197,4.6512791331482367e-17,0.9985764827735937]",2
556,823fb65f-7880-5b1e-2c81-c7fdda61,Late - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
557,889c7103-b73e-f33a-594f-f207a4cd,Late - Unregistered,0.7272727272727273,0.18181818181818182,0.0,11.0,Sequential - One after the other,1,"[0.7272727272727273,0.18181818181818182,0.0]","[0.002144063763274153,0.9874806097023581,0.010375326534367672]",1
558,8bdf5cb3-35c1-f6f1-e618-f641fcc2,Late - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
559,921196a3-13fa-e4ce-3af8-6cbdc712,Late - Unregistered,0.1,0.1,0.7,10.0,Out of order,3,"[0.1,0.1,0.7]","[1.4549568477216389e-09,9.211690780712046e-17,0.9999999985450431]",2
560,979eea52-4e76-7700-5136-517b6799,Late - Unregistered,0.0,0.0,0.9090909090909091,11.0,Out of order,3,"[0.0,0.0,0.9090909090909091]","[4.829364927718168e-16,4.562194710408469e-16,0.9999999999999991]",2
561,9f9f9fdf-92e7-af14-0692-647f88c2,Late - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
562,a3ec40af-975f-ba01-2db3-3caa97d9,Late - Unregistered,0.0,0.07692307692307693,0.8461538461538461,13.0,Out of order,3,"[0.0,0.07692307692307693,0.8461538461538461]","[1.1297017038879932e-13,4.25134824199066e-16,0.9999999999998866]",2
563,a52f2bc6-a117-0f22-9ee9-126d536e,Late - Unregistered,0.8181818181818182,0.09090909090909091,0.0,11.0,Sequential - One after the other,1,"[0.8181818181818182,0.09090909090909091,0.0]","[0.00079805663332853,0.998404975417056,0.0007969679496155353]",1
564,af4c2645-6fb3-16d2-5660-862ba713,Late - Unregistered,0.8,0.1,0.0,10.0,Sequential - One after the other,1,"[0.8,0.1,0.0]","[0.0008090528446152545,0.9982787918613555,0.0009121552940291826]",1
565,b37edebf-8ae7-aa45-24a6-a71ab0cf,Late - Unregistered,0.0,0.75,0.0,4.0,Sequential - Jumping forward,0,"[0.0,0.75,0.0]","[0.0008765000841079888,5.7168864628802165e-09,0.9991234941990055]",2
566,b543862d-e79a-96e0-43de-2a3df236,Late - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
567,bd5f2e42-b664-0cc9-37b0-15736f11,Late - Unregistered,0.9166666666666666,0.0,0.0,12.0,Sequential - One after the other,1,"[0.9166666666666666,0.0,0.0]","[0.0005789684800942066,0.9993177343421535,0.00010329717775211478]",1
568,bd68cd15-7a72-7240-6a6d-11fdf386,Late - Unregistered,0.2857142857142857,0.42857142857142855,0.14285714285714285,7.0,Sequential - Jumping forward,0,"[0.2857142857142857,0.42857142857142855,0.14285714285714285]","[0.04462830057891683,1.1354281244797234e-10,0.9553716993075404]",2
569,be606175-e63e-f12e-d947-27baefe1,Late - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
570,c1d60570-2cbc-37b1-9e8a-4883bae7,Late - Unregistered,0.8461538461538461,0.0,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.8461538461538461,0.0,0.07692307692307693]","[0.38052860332162414,0.5236505378664222,0.09582085881195365]",1
571,cd63ab01-8f40-afeb-0b3d-ca6de10f,Late - Unregistered,0.7692307692307693,0.07692307692307693,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.7692307692307693,0.07692307692307693,0.07692307692307693]","[0.31158645421889164,0.44778094172104127,0.24063260406006703]",1
572,d240496b-e2cf-209d-80f4-6a24fbd7,Late - Unregistered,0.9090909090909091,0.0,0.0,11.0,Sequential - One after the other,1,"[0.9090909090909091,0.0,0.0]","[0.0005632442791268854,0.9993412155864733,9.554013439984681e-05]",1
573,d48858c6-80ce-2e95-a74a-8d955a9e,Late - Unregistered,0.2,0.6,0.0,5.0,Sequential - Jumping forward,0,"[0.2,0.6,0.0]","[0.0015814221548375326,1.125611134803138e-05,0.9984073217338144]",2
574,db0c804a-a6ad-cb9d-d037-84256d49,Late - Unregistered,0.0,0.0,0.75,4.0,Out of order,3,"[0.0,0.0,0.75]","[2.733615853419116e-13,1.0894477838714942e-15,0.9999999999997256]",2
575,e84ee6a5-b0be-fe4d-cee9-c9846350,Late - Unregistered,0.5,0.0,0.25,4.0,Sequential - One after the other,1,"[0.5,0.0,0.25]","[0.6480606153934666,3.92197502879154e-15,0.35193938460652946]",0
576,e8f759fe-33ca-af05-511a-3b4aa7f5,Late - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
577,e996ed9e-cf46-2cad-2e67-5688856d,Late - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
578,eabfeaaa-351b-e551-fd2b-3e6d0f45,Late - Unregistered,0.4,0.2,0.2,5.0,Sequential - One after the other,1,"[0.4,0.2,0.2]","[0.18036843502675332,8.329011913100745e-17,0.8196315649732466]",2
579,ef41223d-f80f-838d-f944-d7c278c7,Late - Unregistered,0.6,0.2,0.0,5.0,Sequential - One after the other,1,"[0.6,0.2,0.0]","[0.003265624987569963,0.9926966819598957,0.004037693052534197]",1
580,f309c633-16b6-7dc6-6a93-65789e3f,Late - Unregistered,0.6666666666666666,0.16666666666666666,0.0,6.0,Sequential - One after the other,1,"[0.6666666666666666,0.16666666666666666,0.0]","[0.0015925023979620175,0.9959483865705753,0.0024591110314626566]",1
581,fb1d6ed7-6e3b-21ed-c1d0-d1456834,Late - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
